#ZVView-data-copy:  12-Mar-2026 01:30:19
#=======================================
#
#name:   CENDL-3.2: U-235(N,F)
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  45407
#data...
#            X            Y
#          MeV        barns
    7.90572e-6      3.33565 
    7.93106e-6      3.57976 
     7.9564e-6      3.84408 
    7.98343e-6      4.15331 
     8.0037e-6      4.40741 
    8.02228e-6      4.65985 
    8.04762e-6      5.03899 
    8.06451e-6      5.31738 
    8.08141e-6      5.61912 
    8.10278e-6      6.03872 
    8.12416e-6      6.50645 
    8.14554e-6      7.02976 
    8.15979e-6      7.41381 
    8.17404e-6      7.82947 
    8.18829e-6      8.28011 
    8.20154e-6       8.7337 
    8.21991e-6      9.42444 
    8.23827e-6      10.1969 
    8.25051e-6      10.7633 
    8.26276e-6      11.3759 
      8.275e-6      12.0394 
    8.28724e-6      12.7594 
    8.29838e-6      13.4685 
    8.31343e-6      14.5184 
    8.32848e-6      15.6876 
    8.33852e-6      16.5421 
    8.34855e-6      17.4635 
    8.35858e-6      18.4588 
    8.36862e-6      19.5357 
    8.38148e-6      21.0494 
    8.39324e-6      22.5824 
    8.40501e-6      24.2765 
    8.41678e-6       26.154 
    8.42854e-6      28.2413 
    8.43639e-6      29.7644 
    8.44733e-6      32.0886 
    8.45554e-6      34.0018 
    8.46375e-6      36.0786 
    8.47196e-6      38.3375 
    8.48017e-6      40.7996 
    8.48747e-6      43.1781 
    8.49476e-6      45.7556 
    8.50206e-6      48.5539 
    8.50936e-6      51.5978 
    8.51666e-6      54.9157 
    8.52395e-6      58.5398 
    8.53125e-6      62.5071 
    8.53855e-6      66.8597 
    8.54584e-6       71.646 
    8.55314e-6      76.9211 
    8.56044e-6      82.7484 
    8.56774e-6      89.2003 
    8.57321e-6      94.4981 
    8.57868e-6      100.232 
    8.58415e-6      106.445 
    8.58963e-6      113.182 
     8.5951e-6      120.495 
    8.60057e-6      128.436 
    8.60604e-6      137.064 
